id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2322,9238,,12773.61,Cerrado,fecha_invalida
2323,20339,,754.59,Cerrado,fecha_invalida
2324,6083,,3266.86,Abierto,fecha_invalida
2325,13683,,8621.92,No especificado,fecha_invalida
2327,22263,,800.4,Cerrado,fecha_invalida
2328,22652,,11791.18,No especificado,fecha_invalida
2329,15796,,4628.55,Cerrado,fecha_invalida
2332,15055,,2269.28,Abierto,fecha_invalida
2333,17559,,10801.93,Abierto,fecha_invalida
2336,9318,,,Abierto,"fecha_invalida,monto_invalido"
2337,16616,,10442.64,Abierto,fecha_invalida
2338,21892,,7190.29,Cerrado,fecha_invalida
2339,10117,,7948.35,Cerrado,fecha_invalida
2342,24584,,3824.21,No especificado,fecha_invalida
2343,4136,,9744.21,Rechazado,fecha_invalida
2344,12338,,9750.47,Rechazado,fecha_invalida
2345,13756,,2297.97,Cerrado,fecha_invalida
2346,21253,,,No especificado,"fecha_invalida,monto_invalido"
2347,12776,,10654.25,Cerrado,fecha_invalida
2348,3930,,11604.19,Cerrado,fecha_invalida
2349,760,,7023.3,Abierto,fecha_invalida
2350,15335,,12966.01,Abierto,fecha_invalida
2351,22211,,13086.1,No especificado,fecha_invalida
2352,20711,,,No especificado,"fecha_invalida,monto_invalido"
2353,858,,9445.29,No especificado,fecha_invalida
2354,6864,,11051.5,No especificado,fecha_invalida
2356,20455,,,Abierto,"fecha_invalida,monto_invalido"
2357,1653,,6707.44,No especificado,fecha_invalida
2359,2943,,783.16,No especificado,fecha_invalida
2360,3942,,,Rechazado,"fecha_invalida,monto_invalido"
2362,18186,,8438.91,Cerrado,fecha_invalida
2363,2737,,6884.27,No especificado,fecha_invalida
2364,25845,,1695.06,No especificado,fecha_invalida
2365,21121,,12774.65,No especificado,fecha_invalida
2366,10170,,3414.4,Cerrado,fecha_invalida
2367,19568,,,Cerrado,"fecha_invalida,monto_invalido"
2368,22622,,348.66,No especificado,fecha_invalida
2369,11403,,,No especificado,"fecha_invalida,monto_invalido"
2370,22837,,5945.36,Cerrado,fecha_invalida
2372,18743,,,No especificado,"fecha_invalida,monto_invalido"
2373,9302,,,No especificado,"fecha_invalida,monto_invalido"
2376,10835,,14972.28,Cerrado,fecha_invalida
2377,8758,,,No especificado,"fecha_invalida,monto_invalido"
2378,5878,,12931.4,Abierto,fecha_invalida
2379,13852,,6190.29,No especificado,fecha_invalida
2380,17263,,1154.63,Rechazado,fecha_invalida
2381,14036,,2500.27,Cerrado,fecha_invalida
2382,15145,,314.53,Cerrado,fecha_invalida
2383,15691,,,No especificado,"fecha_invalida,monto_invalido"
2385,22112,2025-04-14,,Abierto,monto_invalido
2386,5906,,9787.74,Cerrado,fecha_invalida
2387,24065,,3308.24,Cerrado,fecha_invalida
2388,23027,,14809.5,Rechazado,fecha_invalida
2389,5149,,10375.18,Cerrado,fecha_invalida
2390,8027,,1121.61,No especificado,fecha_invalida
2391,24460,,11725.19,Abierto,fecha_invalida
2392,17405,,,No especificado,"fecha_invalida,monto_invalido"
2393,22149,,2011.44,Cerrado,fecha_invalida
2394,1520,,,Cerrado,"fecha_invalida,monto_invalido"
2395,7209,,10200.89,Abierto,fecha_invalida
2396,7983,,5007.92,Abierto,fecha_invalida
2397,19783,,9790.53,Abierto,fecha_invalida
2398,17641,,7746.44,Abierto,fecha_invalida
2399,7193,,7164.56,Cerrado,fecha_invalida
2402,11266,,14169.91,No especificado,fecha_invalida
2404,21221,,14029.64,Cerrado,fecha_invalida
2406,15740,,4078.5,Abierto,fecha_invalida
2407,23995,,8050.4,Abierto,fecha_invalida
2408,755,,4836.65,No especificado,fecha_invalida
2409,16622,2025-10-28,,Rechazado,monto_invalido
2410,15022,,6031.84,No especificado,fecha_invalida
2411,24991,,7262.04,Cerrado,fecha_invalida
2412,19992,,6406.63,Cerrado,fecha_invalida
2413,23012,,9061.78,Abierto,fecha_invalida
2414,1517,,6475.06,Cerrado,fecha_invalida
2415,66,,11755.35,Abierto,fecha_invalida
2416,1078,,5459.25,Rechazado,fecha_invalida
2418,16583,,8894.8,No especificado,fecha_invalida
2419,1101,,9171.26,No especificado,fecha_invalida
2421,7308,,,Abierto,"fecha_invalida,monto_invalido"
2422,24746,,2522.97,Abierto,fecha_invalida
2423,5465,,8224.28,No especificado,fecha_invalida
2425,24214,,4013.87,Abierto,fecha_invalida
2426,10280,,6207.54,Rechazado,fecha_invalida
2427,251,,,No especificado,"fecha_invalida,monto_invalido"
2429,5224,,378.08,Cerrado,fecha_invalida
2430,25623,,,No especificado,"fecha_invalida,monto_invalido"
2432,18771,,2017.43,Abierto,fecha_invalida
2434,20992,,,Cerrado,"fecha_invalida,monto_invalido"
2435,7115,,7962.69,Abierto,fecha_invalida
2436,15786,,,Rechazado,"fecha_invalida,monto_invalido"
2438,20113,,9676.33,Abierto,fecha_invalida
2439,13895,,,Abierto,"fecha_invalida,monto_invalido"
2440,3564,,,Cerrado,"fecha_invalida,monto_invalido"
2441,62,,1496.63,Abierto,fecha_invalida
2442,20778,,5879.43,Rechazado,fecha_invalida
2443,2790,,,Rechazado,"fecha_invalida,monto_invalido"
2446,1205,,1763.15,Abierto,fecha_invalida
2447,8840,,,No especificado,"fecha_invalida,monto_invalido"
2448,17507,,,No especificado,"fecha_invalida,monto_invalido"
2449,23007,,9358.52,No especificado,fecha_invalida
2450,17533,,,Cerrado,"fecha_invalida,monto_invalido"
2451,14441,,,No especificado,"fecha_invalida,monto_invalido"
2452,4667,,1727.42,Cerrado,fecha_invalida
2454,315,,2706.62,No especificado,fecha_invalida
2455,6226,,11691.36,No especificado,fecha_invalida
2456,22714,,4929.6,Abierto,fecha_invalida
2457,19031,,6583.55,Abierto,fecha_invalida
2458,12074,,14637.58,Cerrado,fecha_invalida
2459,6830,,6391.22,Cerrado,fecha_invalida
2460,9157,,2841.38,Cerrado,fecha_invalida
2461,4460,2025-08-28,,No especificado,monto_invalido
2462,23286,,12421.35,Cerrado,fecha_invalida
2463,19863,,14915.78,Abierto,fecha_invalida
2464,4246,,,No especificado,"fecha_invalida,monto_invalido"
2467,24047,,831.44,No especificado,fecha_invalida
2468,1404,,4198.56,Abierto,fecha_invalida
2469,18400,,10605.84,Rechazado,fecha_invalida
2470,19870,2026-02-24,,Abierto,monto_invalido
2471,15609,,,No especificado,"fecha_invalida,monto_invalido"
2472,16259,,6838.86,Abierto,fecha_invalida
2473,4813,,1377.24,Cerrado,fecha_invalida
2474,6772,,,Abierto,"fecha_invalida,monto_invalido"
2476,12085,,1118.13,Rechazado,fecha_invalida
2477,25843,,7696.83,Rechazado,fecha_invalida
2479,13560,,2479.3,Abierto,fecha_invalida
2480,14866,,13497.18,No especificado,fecha_invalida
2481,7016,2025-08-04,,No especificado,monto_invalido
2482,1019,,5005.97,Abierto,fecha_invalida
2483,9149,,,Cerrado,"fecha_invalida,monto_invalido"
2484,17787,,6775.93,Cerrado,fecha_invalida
2485,3199,,10352.24,Abierto,fecha_invalida
2486,19872,,7863.24,Cerrado,fecha_invalida
2487,10983,,,No especificado,"fecha_invalida,monto_invalido"
2488,10412,,3906.19,Cerrado,fecha_invalida
2489,6196,,9984.93,Abierto,fecha_invalida
2490,12511,,12044.17,Abierto,fecha_invalida
2491,8021,,2814.81,Rechazado,fecha_invalida
2493,25631,,3723.53,Cerrado,fecha_invalida
2494,889,,13998.03,Cerrado,fecha_invalida
2495,23605,,,No especificado,"fecha_invalida,monto_invalido"
2496,17445,,7228.95,Abierto,fecha_invalida
2497,23720,,10606.96,Abierto,fecha_invalida
2499,20298,,10616.77,Rechazado,fecha_invalida
2500,5749,,,No especificado,"fecha_invalida,monto_invalido"
2501,6007,,11464.16,No especificado,fecha_invalida
2503,23867,,8508.74,Abierto,fecha_invalida
2504,24756,2025-11-25,,No especificado,monto_invalido
2505,11966,,9243.01,No especificado,fecha_invalida
2506,13946,,8459.98,Cerrado,fecha_invalida
2507,15444,,9150.34,Abierto,fecha_invalida
2508,1754,,7770.4,No especificado,fecha_invalida
2510,8058,,,Cerrado,"fecha_invalida,monto_invalido"
2511,12809,,,Cerrado,"fecha_invalida,monto_invalido"
2512,2582,,12624.08,Rechazado,fecha_invalida
2513,2898,,10512.5,Cerrado,fecha_invalida
2514,22830,,1219.12,No especificado,fecha_invalida
2515,21053,,13040.7,Rechazado,fecha_invalida
2516,17054,,11613.93,Abierto,fecha_invalida
2517,16849,,12403.79,Cerrado,fecha_invalida
2518,22891,,11735.78,Cerrado,fecha_invalida
2519,5197,,753.72,No especificado,fecha_invalida
2520,5030,,,Rechazado,"fecha_invalida,monto_invalido"
2521,10837,,9625.32,Cerrado,fecha_invalida
2522,20072,,1244.65,Abierto,fecha_invalida
2523,14211,,1603.59,Abierto,fecha_invalida
2524,9396,,,Cerrado,"fecha_invalida,monto_invalido"
2525,22041,,807.52,Abierto,fecha_invalida
2526,5668,,11057.31,Cerrado,fecha_invalida
2527,13738,,1115.29,No especificado,fecha_invalida
2528,19429,,,Rechazado,"fecha_invalida,monto_invalido"
2529,14439,,5690.29,Cerrado,fecha_invalida
2530,22448,,7889.28,No especificado,fecha_invalida
2531,4616,,3980.52,Abierto,fecha_invalida
2532,4821,,10235.17,Cerrado,fecha_invalida
2533,5249,,,Rechazado,"fecha_invalida,monto_invalido"
2534,9782,,6497.59,Rechazado,fecha_invalida
2535,23657,,,Cerrado,"fecha_invalida,monto_invalido"
2536,9797,,,Rechazado,"fecha_invalida,monto_invalido"
2537,18813,,3629.23,Abierto,fecha_invalida
2538,22630,,2396.34,No especificado,fecha_invalida
2539,17283,,1791.99,Abierto,fecha_invalida
2541,20512,,,Abierto,"fecha_invalida,monto_invalido"
2542,1412,,11563.62,No especificado,fecha_invalida
2543,22880,,10823.73,No especificado,fecha_invalida
2545,13230,,9721.53,No especificado,fecha_invalida
2546,25524,,9916.53,Rechazado,fecha_invalida
2547,17298,,,No especificado,"fecha_invalida,monto_invalido"
2548,22829,,1392.67,Abierto,fecha_invalida
2549,16301,2025-03-22,,Cerrado,monto_invalido
2550,86,,5495.7,Rechazado,fecha_invalida
2551,16156,2026-02-25,,Rechazado,monto_invalido
2552,23364,,,No especificado,"fecha_invalida,monto_invalido"
2555,8628,,7297.62,Rechazado,fecha_invalida
2556,17301,,,Abierto,"fecha_invalida,monto_invalido"
2557,17296,,,No especificado,"fecha_invalida,monto_invalido"
2558,16379,,11100.12,No especificado,fecha_invalida
2559,18887,,8398.33,No especificado,fecha_invalida
2560,18321,,1448.29,Cerrado,fecha_invalida
2563,24054,,2654.93,Abierto,fecha_invalida
2564,12314,,,No especificado,"fecha_invalida,monto_invalido"
2565,24718,,6620.36,Abierto,fecha_invalida
2566,17391,,5603.71,Cerrado,fecha_invalida
2567,3813,,1283.38,Abierto,fecha_invalida
2568,12798,,11140.05,Abierto,fecha_invalida
2569,3583,,13166.5,Cerrado,fecha_invalida
2570,9855,,8780.44,Abierto,fecha_invalida
2571,16206,,10234.5,Cerrado,fecha_invalida
2573,20514,,1591.64,Abierto,fecha_invalida
2574,15439,,13120.29,No especificado,fecha_invalida
2576,6446,,7607.2,No especificado,fecha_invalida
2578,6675,,9976.23,No especificado,fecha_invalida
2580,18166,,2887.95,No especificado,fecha_invalida
2581,5281,,6940.65,Rechazado,fecha_invalida
2582,16327,,4695.67,No especificado,fecha_invalida
2583,14143,,14328.3,Rechazado,fecha_invalida
2584,6461,,411.68,Cerrado,fecha_invalida
2585,2781,,10411.97,Rechazado,fecha_invalida
2586,9030,,5274.13,Abierto,fecha_invalida
2587,5662,,9964.12,Cerrado,fecha_invalida
2588,15629,,5954.59,Abierto,fecha_invalida
2589,21439,,3914.89,Abierto,fecha_invalida
2590,22053,2025-02-22,,Cerrado,monto_invalido
2591,4169,,6544.84,Rechazado,fecha_invalida
2592,11432,2025-11-26,,Abierto,monto_invalido
2593,19194,,3940.57,Cerrado,fecha_invalida
2594,4513,,,No especificado,"fecha_invalida,monto_invalido"
2595,16763,,10669.23,Rechazado,fecha_invalida
2596,6376,,,Abierto,"fecha_invalida,monto_invalido"
2599,18113,,,Abierto,"fecha_invalida,monto_invalido"
2600,20957,,10123.18,Abierto,fecha_invalida
2601,24572,,10176.73,Rechazado,fecha_invalida
2602,23523,,6185.32,Cerrado,fecha_invalida
2603,24345,,,Rechazado,"fecha_invalida,monto_invalido"
2604,7534,,11023.02,Cerrado,fecha_invalida
2605,15134,,222.15,Rechazado,fecha_invalida
2606,16807,,,No especificado,"fecha_invalida,monto_invalido"
2607,16301,,9987.67,Rechazado,fecha_invalida
2608,24962,,,Rechazado,"fecha_invalida,monto_invalido"
2609,914,,13167.53,Abierto,fecha_invalida
2611,14488,,9018.59,Cerrado,fecha_invalida
2613,10242,,,Abierto,"fecha_invalida,monto_invalido"
2614,6458,2025-03-25,,No especificado,monto_invalido
2615,12697,,12546.7,Abierto,fecha_invalida
2616,22526,,13748.22,Abierto,fecha_invalida
2617,4353,,6837.77,Cerrado,fecha_invalida
2618,14894,,1306.0,Abierto,fecha_invalida
2619,12728,,14464.0,Abierto,fecha_invalida
2620,23160,,10076.56,Cerrado,fecha_invalida
2621,1926,,,Cerrado,"fecha_invalida,monto_invalido"
2622,15593,,5375.27,Rechazado,fecha_invalida
2623,1218,,10111.64,No especificado,fecha_invalida
2625,25793,,,Abierto,"fecha_invalida,monto_invalido"
2626,9301,,307.54,Abierto,fecha_invalida
2627,19274,,14461.71,Abierto,fecha_invalida
2629,5576,,9657.06,Rechazado,fecha_invalida
2630,10029,,4951.88,Rechazado,fecha_invalida
2631,12557,,,Abierto,"fecha_invalida,monto_invalido"
2633,16446,,10733.48,Rechazado,fecha_invalida
2634,11812,,10408.69,Cerrado,fecha_invalida
2635,7112,,11347.53,No especificado,fecha_invalida
2636,21703,,1953.67,Cerrado,fecha_invalida
2637,10785,,,Rechazado,"fecha_invalida,monto_invalido"
2638,18370,,,Rechazado,"fecha_invalida,monto_invalido"
2639,10635,2025-11-10,,Cerrado,monto_invalido
2640,13885,,10216.57,Abierto,fecha_invalida
2642,19897,,13176.79,Rechazado,fecha_invalida
2643,17912,,,Cerrado,"fecha_invalida,monto_invalido"
2644,12599,,5703.66,Abierto,fecha_invalida
2645,16830,,6223.4,No especificado,fecha_invalida
2646,22279,,1765.92,Abierto,fecha_invalida
2647,7171,2025-05-23,,No especificado,monto_invalido
2648,23393,,,Abierto,"fecha_invalida,monto_invalido"
2650,13756,,6061.83,Rechazado,fecha_invalida
2651,19656,,6183.3,Cerrado,fecha_invalida
2653,4746,,14807.91,No especificado,fecha_invalida
2654,13708,,3422.98,Rechazado,fecha_invalida
2655,9985,,11376.6,Abierto,fecha_invalida
2656,14648,,12312.79,No especificado,fecha_invalida
2657,19985,,4503.99,Rechazado,fecha_invalida
2658,20297,2025-08-06,,Rechazado,monto_invalido
2659,19487,,3415.76,Abierto,fecha_invalida
2661,16937,,4789.15,No especificado,fecha_invalida
2662,110,,7585.26,No especificado,fecha_invalida
2663,17065,,5830.42,Abierto,fecha_invalida
2664,5812,,8775.38,No especificado,fecha_invalida
2665,15065,,6818.61,Abierto,fecha_invalida
2666,5917,,8244.58,No especificado,fecha_invalida
2667,8898,,,Abierto,"fecha_invalida,monto_invalido"
2668,4259,,,No especificado,"fecha_invalida,monto_invalido"
2669,21067,,1550.15,Abierto,fecha_invalida
2670,18126,,,Abierto,"fecha_invalida,monto_invalido"
2671,21543,,5469.67,Rechazado,fecha_invalida
2672,21518,,,Cerrado,"fecha_invalida,monto_invalido"
2673,17087,,8473.15,Abierto,fecha_invalida
2674,6936,2025-09-03,,Cerrado,monto_invalido
2675,6679,,11244.27,Rechazado,fecha_invalida
2676,9465,,,No especificado,"fecha_invalida,monto_invalido"
2680,10216,,4371.25,Abierto,fecha_invalida
2681,22253,,6260.46,Rechazado,fecha_invalida
2682,22686,,14097.6,Abierto,fecha_invalida
2683,18022,,888.85,Rechazado,fecha_invalida
2684,2035,,14224.34,Abierto,fecha_invalida
2685,17869,,,No especificado,"fecha_invalida,monto_invalido"
2686,17800,,2919.83,Abierto,fecha_invalida
2687,15219,,6633.4,Cerrado,fecha_invalida
2688,24940,,2007.12,Rechazado,fecha_invalida
2689,12784,,5106.27,Rechazado,fecha_invalida
2690,7119,,14691.01,Cerrado,fecha_invalida
2691,4210,,,Cerrado,"fecha_invalida,monto_invalido"
2693,11461,,6798.23,No especificado,fecha_invalida
2695,20942,,3266.72,Abierto,fecha_invalida
2696,9958,,9380.27,Cerrado,fecha_invalida
2697,17948,,,Cerrado,"fecha_invalida,monto_invalido"
2698,19171,,,Abierto,"fecha_invalida,monto_invalido"
2699,21376,,14533.7,Abierto,fecha_invalida
2700,1817,,10007.1,Cerrado,fecha_invalida
2701,9991,,2232.89,Cerrado,fecha_invalida
2702,15743,,2937.96,Abierto,fecha_invalida
2703,16149,,9043.86,Cerrado,fecha_invalida
2704,13229,,13775.35,No especificado,fecha_invalida
2705,473,,5529.99,No especificado,fecha_invalida
2707,1634,,13069.67,Abierto,fecha_invalida
2708,5201,,7824.91,Abierto,fecha_invalida
2709,22974,,5812.14,No especificado,fecha_invalida
2710,24535,,13005.5,Cerrado,fecha_invalida
2711,11326,2025-08-26,,No especificado,monto_invalido
2712,7146,,,Cerrado,"fecha_invalida,monto_invalido"
2713,20217,,9352.75,Cerrado,fecha_invalida
2714,4219,,3662.93,Rechazado,fecha_invalida
2715,21859,,6946.34,No especificado,fecha_invalida
2717,3923,,13272.4,Abierto,fecha_invalida
2718,3050,,13921.16,Cerrado,fecha_invalida
2719,9902,,4313.86,Cerrado,fecha_invalida
2720,21872,,1489.52,Cerrado,fecha_invalida
2721,25827,,3974.66,No especificado,fecha_invalida
2722,16924,,11135.56,Abierto,fecha_invalida
2724,12571,,10055.25,Abierto,fecha_invalida
2726,24773,,,Rechazado,"fecha_invalida,monto_invalido"
2727,19671,,7408.48,No especificado,fecha_invalida
2728,11066,,8560.45,No especificado,fecha_invalida
2730,14876,,8413.84,Abierto,fecha_invalida
2731,11494,,8992.95,Cerrado,fecha_invalida
2732,12528,,4193.95,Abierto,fecha_invalida
2733,15471,,14278.52,Abierto,fecha_invalida
2734,17927,,8800.86,Rechazado,fecha_invalida
2735,4113,,7650.93,Abierto,fecha_invalida
2736,14612,,12997.83,Cerrado,fecha_invalida
2737,9817,,10734.13,Rechazado,fecha_invalida
2738,4517,,12343.38,Abierto,fecha_invalida
2739,18975,,,No especificado,"fecha_invalida,monto_invalido"
2740,23124,,7290.4,No especificado,fecha_invalida
2741,5977,,12275.15,Cerrado,fecha_invalida
2742,13402,,11138.7,No especificado,fecha_invalida
2743,14085,,3815.91,No especificado,fecha_invalida
2744,22370,,1548.16,Cerrado,fecha_invalida
2745,2682,,4396.36,Abierto,fecha_invalida
2746,9815,,2709.74,No especificado,fecha_invalida
2747,22399,,8613.37,No especificado,fecha_invalida
2748,21786,2025-07-22,,No especificado,monto_invalido
2749,1994,,,Cerrado,"fecha_invalida,monto_invalido"
2750,9083,,2571.48,No especificado,fecha_invalida
2752,15101,,7449.26,No especificado,fecha_invalida
2753,6339,,10976.53,No especificado,fecha_invalida
2755,15788,,4342.47,No especificado,fecha_invalida
2756,7666,,11178.38,No especificado,fecha_invalida
2757,8196,,3554.3,Abierto,fecha_invalida
2758,10497,,5861.9,No especificado,fecha_invalida
2759,9301,,4910.89,Cerrado,fecha_invalida
2760,9586,2025-01-09,,No especificado,monto_invalido
2762,9000,,,Cerrado,"fecha_invalida,monto_invalido"
2763,881,,,No especificado,"fecha_invalida,monto_invalido"
2764,21123,,12685.24,Rechazado,fecha_invalida
2765,237,,8540.34,Abierto,fecha_invalida
2767,18246,,6788.97,No especificado,fecha_invalida
2768,9937,,8202.64,Cerrado,fecha_invalida
2769,10769,,,Abierto,"fecha_invalida,monto_invalido"
2770,13644,,7093.73,Abierto,fecha_invalida
2772,11406,,2474.26,Cerrado,fecha_invalida
2773,2141,,8374.44,Abierto,fecha_invalida
2774,16350,,12777.51,Cerrado,fecha_invalida
2775,25602,2025-10-22,,Abierto,monto_invalido
2776,5411,,8498.8,Cerrado,fecha_invalida
2777,18263,,11336.92,Rechazado,fecha_invalida
2778,11617,,7183.61,Cerrado,fecha_invalida
2779,14454,,,Rechazado,"fecha_invalida,monto_invalido"
2780,24872,,11855.37,No especificado,fecha_invalida
2781,704,,4044.31,No especificado,fecha_invalida
2782,14875,,,Abierto,"fecha_invalida,monto_invalido"
2783,14873,,2648.03,No especificado,fecha_invalida
2784,2412,,,Cerrado,"fecha_invalida,monto_invalido"
2785,14123,,1191.37,Abierto,fecha_invalida
2787,24995,,11494.35,Abierto,fecha_invalida
2788,21999,,3158.3,No especificado,fecha_invalida
2789,20510,,10545.32,Abierto,fecha_invalida
2790,18444,,5291.0,Abierto,fecha_invalida
2792,15690,,3504.74,No especificado,fecha_invalida
2793,6672,,11673.0,Cerrado,fecha_invalida
2796,15113,,10901.92,No especificado,fecha_invalida
2797,15729,,14566.29,Abierto,fecha_invalida
2798,10823,2025-05-21,,No especificado,monto_invalido
2799,21633,,3559.12,Abierto,fecha_invalida
2800,11769,,5208.55,No especificado,fecha_invalida
2801,2395,,4172.19,No especificado,fecha_invalida
2802,13729,,11378.35,Abierto,fecha_invalida
2803,17397,,14974.86,No especificado,fecha_invalida
2804,16275,,7833.4,Abierto,fecha_invalida
2807,2759,,13770.32,No especificado,fecha_invalida
2808,18360,,4078.64,Abierto,fecha_invalida
2809,21370,,4490.69,No especificado,fecha_invalida
2810,7706,,12173.5,No especificado,fecha_invalida
2811,13532,,9758.93,Abierto,fecha_invalida
2812,543,,10867.06,Cerrado,fecha_invalida
2813,4551,,1107.57,Cerrado,fecha_invalida
2814,9526,,,Abierto,"fecha_invalida,monto_invalido"
2815,18201,,3283.44,Cerrado,fecha_invalida
2816,23903,,5964.03,Cerrado,fecha_invalida
2817,23212,,12828.57,No especificado,fecha_invalida
2818,14166,,,No especificado,"fecha_invalida,monto_invalido"
2819,25790,,7310.47,Abierto,fecha_invalida
2820,23995,,2007.68,Abierto,fecha_invalida
2821,15615,,,Abierto,"fecha_invalida,monto_invalido"
2822,14176,,298.61,Abierto,fecha_invalida
2823,6909,,,No especificado,"fecha_invalida,monto_invalido"
2824,821,2025-05-16,,Cerrado,monto_invalido
2825,25802,,314.28,Abierto,fecha_invalida
2826,5623,,,No especificado,"fecha_invalida,monto_invalido"
2827,5429,,8687.2,Rechazado,fecha_invalida
2828,22088,,8346.67,Abierto,fecha_invalida
2829,16844,,6360.61,Cerrado,fecha_invalida
2831,19553,,5951.97,No especificado,fecha_invalida
2832,18803,2025-06-07,,Abierto,monto_invalido
2833,15492,,2130.29,Cerrado,fecha_invalida
2834,20538,,1515.17,No especificado,fecha_invalida
2835,19275,,11383.22,Abierto,fecha_invalida
2836,2796,,1754.75,Rechazado,fecha_invalida
2837,22851,,13988.02,No especificado,fecha_invalida
2838,2989,,4393.15,No especificado,fecha_invalida
2839,22552,,14566.42,Cerrado,fecha_invalida
2840,10804,,3909.96,Cerrado,fecha_invalida
2841,5596,,12618.66,No especificado,fecha_invalida
2842,1771,,2688.41,Rechazado,fecha_invalida
2844,14355,,5319.88,Rechazado,fecha_invalida
2845,2299,,4403.56,Abierto,fecha_invalida
2846,17957,,10771.75,Rechazado,fecha_invalida
2849,3449,,13727.13,Cerrado,fecha_invalida
2850,8386,,,Rechazado,"fecha_invalida,monto_invalido"
2852,1244,,1816.17,No especificado,fecha_invalida
2853,4458,,,No especificado,"fecha_invalida,monto_invalido"
2854,88,,2496.99,Cerrado,fecha_invalida
2855,18077,,5377.4,No especificado,fecha_invalida
2856,5605,,1844.53,Cerrado,fecha_invalida
2857,10957,,,Cerrado,"fecha_invalida,monto_invalido"
2858,4304,,9108.2,Abierto,fecha_invalida
2859,6903,,9188.95,Rechazado,fecha_invalida
2861,10194,,,Cerrado,"fecha_invalida,monto_invalido"
2863,16662,,,Cerrado,"fecha_invalida,monto_invalido"
2864,149,,8755.4,No especificado,fecha_invalida
2865,17587,,-3183.57,No especificado,fecha_invalida
2866,24462,,6945.15,Abierto,fecha_invalida
2867,20929,,8919.56,No especificado,fecha_invalida
2868,10233,,3149.29,Cerrado,fecha_invalida
2869,22426,,8266.28,Abierto,fecha_invalida
2870,19057,,5475.6,No especificado,fecha_invalida
2871,17340,,9846.09,Rechazado,fecha_invalida
2874,3553,,8471.81,No especificado,fecha_invalida
2875,7102,,,Rechazado,"fecha_invalida,monto_invalido"
2876,22276,,5568.47,No especificado,fecha_invalida
2878,1667,,3822.2,Abierto,fecha_invalida
2879,4472,,,No especificado,"fecha_invalida,monto_invalido"
2880,12403,,,No especificado,"fecha_invalida,monto_invalido"
2882,13898,2025-06-28,,No especificado,monto_invalido
2883,22481,2025-03-30,,Cerrado,monto_invalido
2884,9447,,4885.83,Cerrado,fecha_invalida
2885,25626,,13446.77,Abierto,fecha_invalida
2886,15422,,8162.41,Cerrado,fecha_invalida
2887,15678,,,Cerrado,"fecha_invalida,monto_invalido"
2888,19610,,12786.66,Abierto,fecha_invalida
2889,119,,4034.21,Abierto,fecha_invalida
2891,9020,2025-12-31,,No especificado,monto_invalido
2892,20091,,12359.38,No especificado,fecha_invalida
2893,20889,,,No especificado,"fecha_invalida,monto_invalido"
2894,6093,,,Rechazado,"fecha_invalida,monto_invalido"
2895,21752,,,Cerrado,"fecha_invalida,monto_invalido"
2896,8317,,8447.44,No especificado,fecha_invalida
2897,23043,,4398.04,Abierto,fecha_invalida
2898,2509,,5795.51,Abierto,fecha_invalida
2900,15659,,9304.79,Abierto,fecha_invalida
2901,12137,,2466.03,No especificado,fecha_invalida
2902,3779,,11354.33,Cerrado,fecha_invalida
2903,9815,,3103.24,Rechazado,fecha_invalida
2904,2061,,678.66,No especificado,fecha_invalida
2905,7703,,1220.76,Abierto,fecha_invalida
2906,765,,,Rechazado,"fecha_invalida,monto_invalido"
2907,906,,10151.8,Abierto,fecha_invalida
2908,10500,,14002.0,No especificado,fecha_invalida
2909,13727,,14365.5,No especificado,fecha_invalida
2911,20021,,,Cerrado,"fecha_invalida,monto_invalido"
2912,9939,,-3369.0,No especificado,fecha_invalida
2913,24973,,5350.97,Rechazado,fecha_invalida
2915,18974,,4234.9,Cerrado,fecha_invalida
2916,3435,,,Rechazado,"fecha_invalida,monto_invalido"
2917,10227,,14318.74,Cerrado,fecha_invalida
2918,1151,,,Abierto,"fecha_invalida,monto_invalido"
2919,14747,,,Rechazado,"fecha_invalida,monto_invalido"
2920,15601,,7539.48,Abierto,fecha_invalida
2921,8024,,,Abierto,"fecha_invalida,monto_invalido"
2922,13360,,568.96,Abierto,fecha_invalida
2923,12812,,9303.42,No especificado,fecha_invalida
2924,24782,,4887.26,Cerrado,fecha_invalida
2925,19897,,,Cerrado,"fecha_invalida,monto_invalido"
2926,12223,,127.29,Cerrado,fecha_invalida
2927,4153,,10642.29,Abierto,fecha_invalida
2928,7039,,,No especificado,"fecha_invalida,monto_invalido"
2929,16454,,8410.75,Rechazado,fecha_invalida
2930,12839,,6298.0,No especificado,fecha_invalida
2931,14029,,13356.62,Rechazado,fecha_invalida
2933,314,,5243.31,Abierto,fecha_invalida
2934,4576,,4394.39,Cerrado,fecha_invalida
2935,22511,,,Abierto,"fecha_invalida,monto_invalido"
2937,15378,,,Cerrado,"fecha_invalida,monto_invalido"
2938,10709,,3219.37,Abierto,fecha_invalida
2939,11677,,,Abierto,"fecha_invalida,monto_invalido"
2940,17688,,12974.77,Rechazado,fecha_invalida
2941,14196,,10900.06,No especificado,fecha_invalida
2943,213,,8998.13,No especificado,fecha_invalida
2944,12461,,8541.69,Abierto,fecha_invalida
2945,20203,,884.96,No especificado,fecha_invalida
2946,6535,,14195.58,Rechazado,fecha_invalida
