id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
13131,,318,39,12,6,887.54,97.01,163420.03,fecha_invalida
13132,,2894,55,6,7,1779.39,173.37,75037.66,fecha_invalida
13133,,27,30,5,9,1488.53,360.09,155994.56,fecha_invalida
13134,,3863,76,3,10,1677.69,289.96,,"fecha_invalida,monto_invalido"
13135,,1661,56,1,12,451.22,31.45,14300.53,fecha_invalida
13136,,2864,53,12,7,276.83,30.46,35292.58,fecha_invalida
13137,,378,46,9,11,1646.56,116.4,79233.02,fecha_invalida
13138,,2366,29,9,4,567.91,123.64,,"fecha_invalida,monto_invalido"
13139,,1073,78,12,5,1333.85,216.31,,"fecha_invalida,monto_invalido"
13140,,2642,24,12,10,843.6,,39160.37,"fecha_invalida,comision_invalida"
13141,,1758,50,10,5,,65.56,109787.26,"fecha_invalida,prima_invalida"
13144,,763,66,13,1,332.1,64.94,,"fecha_invalida,monto_invalido"
13145,,1847,77,11,3,241.85,39.84,29565.39,fecha_invalida
13146,2025-06-16,2423,49,3,10,,189.23,218030.36,prima_invalida
13147,,1747,25,1,7,904.81,88.12,175333.34,fecha_invalida
13148,,896,15,15,5,1381.18,148.39,75058.2,fecha_invalida
13149,2026-01-21,1023,24,11,5,1423.2,,163669.08,comision_invalida
13150,,221,13,2,4,1552.3,123.2,265939.22,fecha_invalida
13151,,2603,78,1,9,1011.12,,,"fecha_invalida,comision_invalida,monto_invalido"
13152,,502,25,6,10,628.31,44.62,,"fecha_invalida,monto_invalido"
13153,,421,12,1,4,1257.85,265.32,239119.29,fecha_invalida
13154,,1607,20,9,3,1081.87,264.37,212984.48,fecha_invalida
13155,,1173,39,6,1,598.22,,,"fecha_invalida,comision_invalida,monto_invalido"
13156,,1091,26,15,1,1068.98,149.63,,"fecha_invalida,monto_invalido"
13157,,2225,42,10,5,,142.3,,"fecha_invalida,prima_invalida,monto_invalido"
13158,2025-06-27,2980,35,15,5,,6.52,2075.18,prima_invalida
13159,2025-05-13,104,76,7,6,1343.41,298.59,,monto_invalido
13160,,1285,17,3,6,396.3,50.6,22493.0,fecha_invalida
13161,,557,63,2,12,479.7,80.82,10562.99,fecha_invalida
13162,,2510,40,5,11,1162.22,151.94,223029.55,fecha_invalida
13163,,1942,9,5,2,1588.13,,139136.38,"fecha_invalida,comision_invalida"
13164,,517,35,11,1,288.96,18.62,46099.65,fecha_invalida
13165,,3505,48,1,9,,116.9,57741.37,"fecha_invalida,prima_invalida"
13166,,711,22,6,7,655.14,139.84,128885.77,fecha_invalida
13167,2026-02-01,815,55,7,5,1497.7,222.32,,monto_invalido
13169,,1146,41,15,10,870.92,108.18,69948.65,fecha_invalida
13170,,2136,68,8,4,,35.41,,"fecha_invalida,prima_invalida,monto_invalido"
13171,,2946,60,4,9,1549.6,356.05,134777.29,fecha_invalida
13172,,1174,1,13,6,101.44,14.53,,"fecha_invalida,monto_invalido"
13173,,374,17,3,9,112.98,10.4,18228.81,fecha_invalida
13174,,2249,56,6,4,1753.39,361.38,110630.91,fecha_invalida
13175,,1627,14,5,11,1470.68,363.35,,"fecha_invalida,monto_invalido"
13176,,2222,54,14,7,,130.88,286133.77,"fecha_invalida,prima_invalida"
13177,,666,44,5,2,,192.44,96034.61,"fecha_invalida,prima_invalida"
13178,,2297,78,12,8,1825.31,141.96,56720.65,fecha_invalida
13179,,1162,63,11,10,,35.4,14831.38,"fecha_invalida,prima_invalida"
13181,,1642,73,13,12,,40.01,,"fecha_invalida,prima_invalida,monto_invalido"
13182,,2615,16,8,12,,250.02,255613.75,"fecha_invalida,prima_invalida"
13183,,1659,32,11,7,143.01,28.05,11395.38,fecha_invalida
13184,,713,5,15,7,1560.04,,266511.53,"fecha_invalida,comision_invalida"
13185,,2214,1,7,10,809.9,40.99,126590.11,fecha_invalida
13186,,1500,117,8,1,381.15,73.38,12483.55,fecha_invalida
13187,,1569,77,8,8,1303.05,128.27,222838.82,fecha_invalida
13188,,2058,20,12,5,,37.25,37241.19,"fecha_invalida,prima_invalida"
13189,,790,68,9,4,1246.21,166.68,141546.72,fecha_invalida
13190,,2105,24,2,2,1049.26,159.14,,"fecha_invalida,monto_invalido"
13191,,2791,62,10,1,1315.65,175.13,145008.92,fecha_invalida
13192,,1921,37,10,1,312.58,68.45,48083.5,fecha_invalida
13193,,3802,36,3,1,,123.54,240048.75,"fecha_invalida,prima_invalida"
13195,,1770,34,10,3,1571.01,206.13,66062.64,fecha_invalida
13196,,65,61,5,11,,,30075.85,"fecha_invalida,prima_invalida,comision_invalida"
13197,,1361,42,6,8,0.0,218.72,152679.53,fecha_invalida
13198,,893,23,12,4,1752.58,,222149.83,"fecha_invalida,comision_invalida"
13199,2025-05-19,382,68,11,12,353.4,49.2,,monto_invalido
13200,,1441,66,2,8,1474.58,,103027.18,"fecha_invalida,comision_invalida"
13201,,2817,2,4,9,696.49,70.47,86936.8,fecha_invalida
13202,,1291,9,4,5,0.0,421.12,76060.09,fecha_invalida
13204,,426,30,7,5,1352.27,311.25,79459.71,fecha_invalida
13205,2025-05-08,527,18,4,4,800.69,,148303.04,comision_invalida
13206,,582,61,5,1,,410.33,166904.35,"fecha_invalida,prima_invalida"
13208,,2426,57,2,9,,91.68,,"fecha_invalida,prima_invalida,monto_invalido"
13209,,1340,42,1,10,-1389.29,206.22,70883.37,fecha_invalida
13210,,1535,8,4,3,917.52,165.73,114065.9,fecha_invalida
13211,,598,63,12,1,284.68,21.15,17565.72,fecha_invalida
13212,,2124,65,2,4,1696.57,,183226.68,"fecha_invalida,comision_invalida"
13213,,2859,71,14,12,1255.85,91.79,137688.81,fecha_invalida
13214,,1857,24,14,3,822.32,986.23,132494.86,fecha_invalida
13215,,161,38,13,2,1850.35,140.04,139661.24,fecha_invalida
13216,,991,72,7,11,1972.67,184.24,45854.7,fecha_invalida
13217,2025-04-01,410,26,4,9,131.96,,,"comision_invalida,monto_invalido"
13218,2026-01-22,2137,62,13,12,,,120066.16,"prima_invalida,comision_invalida"
13219,,2818,51,9,9,1952.28,188.52,51043.65,fecha_invalida
13220,,2692,32,3,1,813.09,103.28,102202.63,fecha_invalida
13221,,1149,42,9,9,1717.27,190.89,260991.44,fecha_invalida
13222,,2888,15,8,7,,104.92,77057.31,"fecha_invalida,prima_invalida"
13223,,424,36,13,8,386.66,58.8,68770.81,fecha_invalida
13224,,1195,37,4,3,134.62,,13114.75,"fecha_invalida,comision_invalida"
13225,,701,61,15,4,1505.74,196.9,162017.15,fecha_invalida
13226,,2298,49,7,11,1244.51,,163403.66,"fecha_invalida,comision_invalida"
13227,,2412,25,12,8,1400.2,340.59,,"fecha_invalida,monto_invalido"
13228,,2802,44,11,5,221.49,49.48,,"fecha_invalida,monto_invalido"
13229,,2077,75,7,5,549.59,33.41,,"fecha_invalida,monto_invalido"
13230,,286,42,8,2,,,210861.84,"fecha_invalida,prima_invalida,comision_invalida"
13231,,3831,41,8,9,1347.53,269.25,,"fecha_invalida,monto_invalido"
13233,,2436,44,2,9,625.4,63.72,33954.95,fecha_invalida
13234,,384,118,15,5,1284.64,,235852.29,"fecha_invalida,comision_invalida"
13235,,785,20,7,9,1301.92,285.31,,"fecha_invalida,monto_invalido"
13236,,753,29,8,2,709.41,133.5,112070.83,fecha_invalida
13237,,2731,41,15,2,718.96,76.15,27582.09,fecha_invalida
13238,,1175,63,1,8,,,69290.19,"fecha_invalida,prima_invalida,comision_invalida"
13239,,2873,33,7,9,1436.0,230.67,171899.82,fecha_invalida
13240,,844,49,4,12,,156.72,84303.46,"fecha_invalida,prima_invalida"
13241,,738,64,15,4,1632.83,156.38,,"fecha_invalida,monto_invalido"
13242,,291,68,7,7,279.68,15.25,35051.32,fecha_invalida
13243,,696,10,15,5,626.07,139.83,102145.99,fecha_invalida
13244,,2939,34,5,8,,25.67,68158.15,"fecha_invalida,prima_invalida"
13245,,838,55,1,11,236.41,55.03,13952.92,fecha_invalida
13246,,2996,68,2,11,1539.67,106.54,75997.04,fecha_invalida
13247,,1212,18,6,8,478.14,88.75,51453.34,fecha_invalida
13248,2025-02-02,546,54,13,7,1952.61,250.39,,monto_invalido
13249,2025-07-04,2537,34,12,3,,,23730.23,"prima_invalida,comision_invalida"
13250,2025-01-28,2686,80,13,3,,39.08,14684.27,prima_invalida
13251,,404,9,13,10,1359.53,,75980.12,"fecha_invalida,comision_invalida"
13252,,1964,40,13,11,1970.9,165.43,366563.24,fecha_invalida
13253,2025-10-20,586,37,15,3,1812.77,,209920.89,comision_invalida
13254,,2051,28,7,1,1284.39,170.96,230989.76,fecha_invalida
13255,,1052,56,12,8,1542.9,257.63,225299.28,fecha_invalida
13256,2025-09-08,2551,79,14,7,,104.98,101422.29,prima_invalida
13257,,2114,66,13,3,187.63,42.15,27888.32,fecha_invalida
13258,,616,59,1,3,,326.79,175143.13,"fecha_invalida,prima_invalida"
13259,,1047,4,12,10,379.72,76.84,,"fecha_invalida,monto_invalido"
13260,,2539,37,4,12,,285.78,327685.14,"fecha_invalida,prima_invalida"
13261,,1642,78,8,5,798.82,198.73,143041.01,fecha_invalida
13262,,2720,58,15,5,1334.85,209.1,256046.55,fecha_invalida
13263,,1988,36,3,11,1905.7,281.37,186359.03,fecha_invalida
13264,,306,9,7,7,200.42,49.48,23330.58,fecha_invalida
13265,,1615,68,6,5,677.54,,,"fecha_invalida,comision_invalida,monto_invalido"
13266,,2271,71,15,5,1687.58,2835.7,297127.93,fecha_invalida
13267,,2239,36,7,3,917.22,,,"fecha_invalida,comision_invalida,monto_invalido"
13268,,492,6,15,11,971.65,,141146.36,"fecha_invalida,comision_invalida"
13269,,235,80,3,1,1153.36,267.72,178152.49,fecha_invalida
13270,,93,66,9,6,1958.34,99.52,,"fecha_invalida,monto_invalido"
13271,,2254,25,5,6,1080.45,202.88,,"fecha_invalida,monto_invalido"
13272,,1178,6,10,11,1486.59,347.01,,"fecha_invalida,monto_invalido"
13273,,892,25,6,3,1663.02,404.01,84206.13,fecha_invalida
13274,,2544,15,6,10,,16.06,,"fecha_invalida,prima_invalida,monto_invalido"
13275,,1156,17,4,7,0.0,,,"fecha_invalida,comision_invalida,monto_invalido"
13276,,940,23,7,2,1837.96,315.59,80775.17,fecha_invalida
13277,,214,24,7,3,283.65,31.42,26552.99,fecha_invalida
13278,2025-01-05,375,79,15,8,704.47,115.62,,monto_invalido
13279,,738,63,15,7,447.09,,,"fecha_invalida,comision_invalida,monto_invalido"
13280,,2062,50,8,6,1698.2,,91001.12,"fecha_invalida,comision_invalida"
13281,,1909,55,13,9,1959.43,113.36,228270.0,fecha_invalida
13282,2025-09-09,1250,66,1,4,,265.67,96888.24,prima_invalida
13283,,2093,68,14,6,,,2117.54,"fecha_invalida,prima_invalida,comision_invalida"
13284,,1884,75,8,4,,106.68,16495.69,"fecha_invalida,prima_invalida"
13286,,1928,56,5,8,797.55,124.78,75262.3,fecha_invalida
13287,,56,111,9,8,453.84,,52254.07,"fecha_invalida,comision_invalida"
13288,,2282,20,12,5,-1554.23,361.27,152461.78,fecha_invalida
13289,,2843,53,4,11,1790.29,123.1,163561.73,fecha_invalida
13290,,108,42,11,7,1110.12,257.91,188861.04,fecha_invalida
13291,,2258,21,14,6,390.0,,34729.97,"fecha_invalida,comision_invalida"
13293,,1921,40,1,12,,180.99,94698.36,"fecha_invalida,prima_invalida"
13294,,716,4,15,2,1876.45,,216855.8,"fecha_invalida,comision_invalida"
13296,,247,29,5,7,664.9,96.01,102925.25,fecha_invalida
13297,,2430,18,3,9,,,238880.99,"fecha_invalida,prima_invalida,comision_invalida"
13298,,203,60,5,1,1709.95,407.06,252482.95,fecha_invalida
13299,,344,10,9,11,1485.18,,269230.79,"fecha_invalida,comision_invalida"
13300,,785,9,14,3,1818.71,171.88,,"fecha_invalida,monto_invalido"
13301,2025-08-29,2697,79,7,8,831.44,,57078.28,comision_invalida
13302,2025-07-03,100,36,8,8,1339.2,219.83,,monto_invalido
13304,,29,1,4,5,1332.3,262.61,,"fecha_invalida,monto_invalido"
13305,,762,11,10,4,366.64,54.96,11994.19,fecha_invalida
13306,,1586,66,10,9,1976.91,141.51,286783.56,fecha_invalida
13307,,2208,71,3,1,,139.81,167777.32,"fecha_invalida,prima_invalida"
13308,,964,55,4,11,1229.31,,245861.16,"fecha_invalida,comision_invalida"
13309,,783,23,11,5,1651.59,335.92,197641.18,fecha_invalida
13310,,2818,64,11,3,1090.95,210.21,207272.21,fecha_invalida
13311,,272,57,11,5,766.0,112.73,54251.18,fecha_invalida
13313,,2707,12,7,10,,68.49,138393.0,"fecha_invalida,prima_invalida"
13314,2025-04-19,203,49,12,6,,197.28,124965.86,prima_invalida
13316,,2555,18,3,8,-961.83,77.85,,"fecha_invalida,monto_invalido"
13317,2025-07-07,1303,68,7,4,,116.33,105007.18,prima_invalida
13318,,1033,48,9,8,,22.05,,"fecha_invalida,prima_invalida,monto_invalido"
13319,,1939,16,14,12,,188.8,69202.81,"fecha_invalida,prima_invalida"
13320,,642,40,11,10,,126.94,14325.11,"fecha_invalida,prima_invalida"
13321,,1552,37,4,4,1073.11,70.88,90864.07,fecha_invalida
13322,,1603,63,9,5,,295.41,299104.59,"fecha_invalida,prima_invalida"
13323,,2767,62,9,10,1633.69,123.58,234697.38,fecha_invalida
13324,,1048,16,4,3,,139.29,101981.41,"fecha_invalida,prima_invalida"
13326,,2599,29,9,7,1658.34,172.06,146249.2,fecha_invalida
13327,,3555,54,5,9,,54.67,36953.3,"fecha_invalida,prima_invalida"
13328,,90,1,7,12,135.22,24.53,17894.74,fecha_invalida
13329,,2701,7,3,10,1944.16,361.17,,"fecha_invalida,monto_invalido"
13330,,3817,61,11,11,1273.12,,191119.85,"fecha_invalida,comision_invalida"
13331,,1340,16,5,7,407.34,37.01,76273.82,fecha_invalida
13332,,2406,31,1,9,,57.71,109216.48,"fecha_invalida,prima_invalida"
13333,,2348,34,8,5,1110.21,166.27,70360.83,fecha_invalida
13334,,569,40,9,6,,122.87,83621.87,"fecha_invalida,prima_invalida"
13335,,1224,99,1,1,1066.21,,,"fecha_invalida,comision_invalida,monto_invalido"
13336,,2449,47,4,8,1788.04,268.23,97550.27,fecha_invalida
13337,,797,45,12,10,1109.31,255.96,150602.48,fecha_invalida
13338,,1516,23,13,6,586.57,,76306.01,"fecha_invalida,comision_invalida"
13341,,335,42,11,8,402.33,44.15,25723.25,fecha_invalida
13342,,258,1,10,1,1038.05,129.97,,"fecha_invalida,monto_invalido"
13343,,1595,41,12,3,1995.33,111.69,,"fecha_invalida,monto_invalido"
13344,,2138,15,4,12,,345.04,208107.76,"fecha_invalida,prima_invalida"
13345,,2773,39,14,11,504.34,,94987.04,"fecha_invalida,comision_invalida"
13346,,2256,80,11,5,1356.16,115.58,40476.38,fecha_invalida
13347,,2269,7,6,9,269.33,46.53,46021.36,fecha_invalida
13348,,2418,26,1,4,1831.09,252.12,60433.09,fecha_invalida
13349,,1221,33,7,2,1586.95,118.76,170695.19,fecha_invalida
13350,,1106,31,15,1,520.12,76.66,49265.99,fecha_invalida
13351,,1763,27,11,1,,140.95,145762.61,"fecha_invalida,prima_invalida"
13352,,2072,17,2,11,,226.57,151119.13,"fecha_invalida,prima_invalida"
13355,,1815,34,6,3,,13.81,,"fecha_invalida,prima_invalida,monto_invalido"
13356,,2482,13,4,12,220.97,23.12,,"fecha_invalida,monto_invalido"
13357,2025-02-16,2046,29,11,11,,232.88,300395.49,prima_invalida
13358,,946,66,13,4,800.34,43.95,74059.68,fecha_invalida
13359,,2368,34,9,4,1525.16,113.08,43502.44,fecha_invalida
13360,,759,17,9,4,85.0,8.82,16426.13,fecha_invalida
13361,,1707,64,13,7,1841.73,228.97,94770.28,fecha_invalida
13362,,1782,13,1,8,,,153055.5,"fecha_invalida,prima_invalida,comision_invalida"
13363,,716,71,15,9,1985.19,312.64,278247.19,fecha_invalida
13364,,2554,1,11,2,,,170073.56,"fecha_invalida,prima_invalida,comision_invalida"
13365,,2599,65,11,1,,55.54,9172.64,"fecha_invalida,prima_invalida"
13366,,31,4,4,4,1051.1,60.65,180225.93,fecha_invalida
13367,2025-12-19,885,5,13,3,224.39,23.2,,monto_invalido
13368,,2495,19,9,3,713.67,44.7,99328.38,fecha_invalida
13369,2025-02-06,2480,13,9,1,493.75,42.42,,monto_invalido
13370,,2039,20,3,1,1967.83,337.96,183760.26,fecha_invalida
13371,,1978,9,2,10,935.32,229.21,,"fecha_invalida,monto_invalido"
13372,,1976,4,1,12,978.75,,113550.85,"fecha_invalida,comision_invalida"
13373,,1574,16,2,12,1905.34,269.29,,"fecha_invalida,monto_invalido"
13374,,222,21,2,3,,34.39,11707.79,"fecha_invalida,prima_invalida"
13375,,481,35,14,3,,227.42,,"fecha_invalida,prima_invalida,monto_invalido"
13376,,1260,51,15,10,719.52,160.16,42679.7,fecha_invalida
13377,,1959,12,12,4,,119.75,274421.29,"fecha_invalida,prima_invalida"
13378,,1135,6,3,6,461.84,798.86,37804.98,fecha_invalida
13380,,1904,17,13,7,87.71,5.26,6633.34,fecha_invalida
13381,2025-02-13,1065,20,12,8,1098.72,,88479.84,comision_invalida
13382,,2342,9,12,6,1360.53,92.02,,"fecha_invalida,monto_invalido"
13383,,2326,73,15,4,312.04,24.96,,"fecha_invalida,monto_invalido"
13384,,2509,62,12,10,1801.79,357.25,336463.38,fecha_invalida
13385,,1566,8,15,5,1226.88,125.88,154993.97,fecha_invalida
13386,,2388,62,9,4,1831.92,,179770.58,"fecha_invalida,comision_invalida"
13387,,463,64,13,4,539.81,84.23,50429.28,fecha_invalida
13388,2025-06-14,340,64,7,7,456.75,,23701.81,comision_invalida
13389,,1122,19,4,7,494.85,38.35,41462.37,fecha_invalida
13390,,2194,16,12,6,1865.32,211.84,220906.95,fecha_invalida
13391,,2434,48,7,9,,,87465.77,"fecha_invalida,prima_invalida,comision_invalida"
13392,,2969,32,1,4,1891.67,186.84,,"fecha_invalida,monto_invalido"
13393,,2360,58,5,11,1639.39,330.79,292893.83,fecha_invalida
13395,2025-04-12,2548,44,1,5,154.22,34.21,,monto_invalido
13396,,1867,54,3,2,923.74,53.43,162254.82,fecha_invalida
13397,,928,55,8,1,,11.13,,"fecha_invalida,prima_invalida,monto_invalido"
13398,,2461,54,10,10,327.56,22.02,,"fecha_invalida,monto_invalido"
13399,,2956,38,9,7,246.07,16.83,19755.14,fecha_invalida
13400,,1105,57,3,8,1468.37,172.22,101542.28,fecha_invalida
13401,,450,78,6,1,1026.64,1507.32,22542.16,fecha_invalida
13402,2025-09-11,1865,1,6,9,402.1,,10411.6,comision_invalida
13403,,42,2,1,3,1737.67,358.25,242139.67,fecha_invalida
13404,,2661,32,4,12,,244.15,313809.32,"fecha_invalida,prima_invalida"
13405,,1934,9,2,12,1905.25,276.22,168879.86,fecha_invalida
13407,,337,21,7,7,,468.19,,"fecha_invalida,prima_invalida,monto_invalido"
13408,2025-09-18,1264,57,14,9,,254.61,60622.97,prima_invalida
13409,,1541,58,14,7,443.8,,22210.13,"fecha_invalida,comision_invalida"
13410,,777,2,12,11,1202.1,297.2,198449.23,fecha_invalida
13411,,1291,26,7,5,1738.31,312.85,346388.26,fecha_invalida
13412,,1545,44,11,12,335.99,20.17,,"fecha_invalida,monto_invalido"
13413,2025-03-18,1865,5,7,4,465.27,,92474.59,comision_invalida
13414,,465,3,2,9,1859.23,430.13,300044.79,fecha_invalida
13416,,241,18,11,7,,159.61,,"fecha_invalida,prima_invalida,monto_invalido"
13417,2025-06-09,2902,30,10,1,1593.62,,,"comision_invalida,monto_invalido"
13418,2025-04-25,961,6,7,8,1323.17,,149463.87,comision_invalida
13419,,2958,71,15,12,,,55441.94,"fecha_invalida,prima_invalida,comision_invalida"
13420,,1885,56,9,5,806.97,,,"fecha_invalida,comision_invalida,monto_invalido"
13421,,1817,34,3,1,394.44,75.71,67178.58,fecha_invalida
13422,,2598,11,13,11,1533.57,140.62,118213.71,fecha_invalida
13423,,1023,14,7,6,54.44,5.42,9533.13,fecha_invalida
13424,,537,78,1,3,576.94,67.69,,"fecha_invalida,monto_invalido"
13425,,2439,66,11,4,96.41,18.75,11984.8,fecha_invalida
13426,,2271,8,10,7,519.08,,11810.64,"fecha_invalida,comision_invalida"
13427,,1061,6,5,3,,270.32,322955.23,"fecha_invalida,prima_invalida"
13428,,1602,60,15,8,1927.13,407.78,,"fecha_invalida,monto_invalido"
13429,,1751,59,3,2,592.21,59.27,27392.34,fecha_invalida
13430,,2840,17,7,8,660.98,112.61,,"fecha_invalida,monto_invalido"
13431,,2677,71,11,7,1244.03,283.0,28792.28,fecha_invalida
13432,,768,68,9,1,1634.56,,100430.43,"fecha_invalida,comision_invalida"
13433,,1501,65,5,9,960.99,,182035.03,"fecha_invalida,comision_invalida"
13434,,661,76,7,6,1222.63,281.8,125794.15,fecha_invalida
13435,,196,41,7,5,920.79,55.8,,"fecha_invalida,monto_invalido"
13436,,2451,44,8,11,596.77,141.71,60757.23,fecha_invalida
13437,,426,13,1,7,954.83,,38047.97,"fecha_invalida,comision_invalida"
13438,,1502,10,6,7,,139.43,167491.18,"fecha_invalida,prima_invalida"
13439,,2360,31,10,10,1710.31,352.43,,"fecha_invalida,monto_invalido"
13440,,2611,56,3,9,912.53,,34680.45,"fecha_invalida,comision_invalida"
13441,,1635,31,5,9,1338.44,279.8,42653.04,fecha_invalida
13442,,49,75,9,10,255.46,56.12,28621.48,fecha_invalida
13443,,222,48,14,12,1708.86,338.64,254746.03,fecha_invalida
13444,,111,20,9,2,580.3,55.21,109001.78,fecha_invalida
13445,,1581,18,2,10,1996.17,259.74,213427.85,fecha_invalida
13447,,1388,26,6,11,,250.66,36465.21,"fecha_invalida,prima_invalida"
13448,,2279,45,10,3,,66.35,37403.1,"fecha_invalida,prima_invalida"
13449,,1967,15,11,8,244.92,33.49,11358.37,fecha_invalida
13450,,1932,36,4,2,1068.06,158.26,129722.91,fecha_invalida
13451,,2739,49,15,1,1524.47,98.97,77831.53,fecha_invalida
13452,,1998,20,8,5,,262.31,167729.05,"fecha_invalida,prima_invalida"
13453,,1561,7,6,2,1177.76,124.18,151978.73,fecha_invalida
13454,,1281,44,8,2,,96.59,,"fecha_invalida,prima_invalida,monto_invalido"
13455,,1495,59,4,7,1453.09,,284668.82,"fecha_invalida,comision_invalida"
13456,,1486,11,6,9,379.72,62.39,33583.47,fecha_invalida
13457,,1989,28,8,8,138.58,17.72,,"fecha_invalida,monto_invalido"
13458,2025-11-04,2637,68,10,5,1398.8,,59869.38,comision_invalida
13459,,2386,31,9,11,1749.71,240.81,,"fecha_invalida,monto_invalido"
13460,2025-02-11,2643,37,3,12,,,74897.33,"prima_invalida,comision_invalida"
13461,,1129,58,1,3,1152.19,70.24,,"fecha_invalida,monto_invalido"
13462,,1630,56,12,3,628.45,117.83,85150.89,fecha_invalida
13463,,1110,14,1,6,522.14,58.53,39603.61,fecha_invalida
13464,,595,47,12,7,1043.52,156.46,127328.4,fecha_invalida
13465,,62,10,3,12,949.97,232.83,119014.96,fecha_invalida
13467,,1253,41,5,8,,218.16,114480.69,"fecha_invalida,prima_invalida"
13468,,1018,53,2,9,72.48,,3379.81,"fecha_invalida,comision_invalida"
13469,,2007,16,1,12,1531.14,301.72,175781.81,fecha_invalida
13470,,2012,11,7,1,924.13,,114136.48,"fecha_invalida,comision_invalida"
13471,,2005,53,12,12,546.0,,53447.98,"fecha_invalida,comision_invalida"
13472,,822,14,10,12,1087.41,154.35,185372.17,fecha_invalida
13473,,2812,30,3,1,,115.89,168085.03,"fecha_invalida,prima_invalida"
13474,,2534,28,9,5,1583.02,385.15,61567.77,fecha_invalida
13475,2025-08-18,2662,55,1,6,566.48,103.38,,monto_invalido
13477,2025-09-30,1165,1,1,2,323.42,62.49,,monto_invalido
13478,,1074,56,1,1,703.41,152.45,,"fecha_invalida,monto_invalido"
13479,,2364,52,6,11,1948.79,243.72,85841.5,fecha_invalida
13480,2025-01-21,483,42,3,7,922.3,,73284.69,comision_invalida
13481,,2789,70,1,9,732.7,113.23,77261.22,fecha_invalida
13482,,2931,73,6,10,1317.56,69.59,34789.66,fecha_invalida
13483,,1601,39,1,2,600.13,,84268.22,"fecha_invalida,comision_invalida"
13484,,2184,10,9,10,1039.26,120.75,191750.94,fecha_invalida
13485,2026-02-12,1532,27,10,11,,277.72,244188.75,prima_invalida
13486,,2365,29,7,9,1969.08,451.99,362727.11,fecha_invalida
13487,,1035,20,12,10,636.14,49.04,90315.02,fecha_invalida
13488,,1116,35,15,3,,112.58,49655.03,"fecha_invalida,prima_invalida"
13490,,2850,39,12,7,755.42,,,"fecha_invalida,comision_invalida,monto_invalido"
13492,,2896,7,13,5,1003.95,184.71,106890.16,fecha_invalida
13493,,205,71,7,4,1088.09,,60162.13,"fecha_invalida,comision_invalida"
13494,,2095,108,13,10,,86.71,101151.76,"fecha_invalida,prima_invalida"
13495,,817,57,6,3,579.57,72.08,12626.23,fecha_invalida
13496,,1146,68,4,8,-945.17,49.27,155774.03,fecha_invalida
13497,,853,38,11,8,1458.02,128.81,,"fecha_invalida,monto_invalido"
13498,,1587,110,15,10,0.0,8.4,,"fecha_invalida,monto_invalido"
13499,,2240,57,2,9,836.87,152.1,124292.33,fecha_invalida
13500,,1990,16,15,5,,83.02,,"fecha_invalida,prima_invalida,monto_invalido"
13501,,276,51,8,10,1725.15,89.72,120682.21,fecha_invalida
13502,,445,26,5,5,,99.41,73218.33,"fecha_invalida,prima_invalida"
13503,,577,19,1,4,126.36,,,"fecha_invalida,comision_invalida,monto_invalido"
13504,,2857,51,11,1,1711.24,422.78,174868.63,fecha_invalida
13505,,433,58,13,10,1145.51,235.23,,"fecha_invalida,monto_invalido"
13506,,1855,40,3,6,912.67,99.27,39595.52,fecha_invalida
13507,,3692,77,3,9,1617.96,231.17,149480.89,fecha_invalida
13508,,2854,66,8,11,1387.25,108.56,,"fecha_invalida,monto_invalido"
13509,,2478,28,15,3,,216.48,82543.64,"fecha_invalida,prima_invalida"
13510,2025-06-14,2377,75,1,5,761.56,,72630.69,comision_invalida
13511,2025-04-14,1394,37,5,9,1632.07,,305982.29,comision_invalida
13512,,2272,7,4,9,1061.58,,43628.44,"fecha_invalida,comision_invalida"
13513,,1776,16,2,8,1930.78,,300595.9,"fecha_invalida,comision_invalida"
13514,,1884,13,15,1,,165.98,72245.65,"fecha_invalida,prima_invalida"
13516,,77,69,7,10,1931.15,,339999.68,"fecha_invalida,comision_invalida"
13517,,2634,11,2,9,1495.25,,74557.57,"fecha_invalida,comision_invalida"
13518,,2847,38,7,11,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
13519,,2575,75,12,5,,358.67,141333.84,"fecha_invalida,prima_invalida"
13520,,567,72,3,12,,253.68,64225.15,"fecha_invalida,prima_invalida"
13522,,2754,67,4,10,1387.85,280.79,224361.71,fecha_invalida
13523,,1962,50,5,2,1563.65,,,"fecha_invalida,comision_invalida,monto_invalido"
13524,,291,58,14,9,582.19,109.77,19385.32,fecha_invalida
13525,,578,50,13,2,,79.52,80798.21,"fecha_invalida,prima_invalida"
13526,,619,13,7,8,804.8,,90172.41,"fecha_invalida,comision_invalida"
13527,,2950,17,12,6,,,51576.87,"fecha_invalida,prima_invalida,comision_invalida"
13528,,3617,35,12,8,240.26,34.13,36639.49,fecha_invalida
13529,,2211,70,7,11,734.31,77.18,39536.0,fecha_invalida
13530,,2663,44,14,3,1915.83,370.59,114662.84,fecha_invalida
13531,2026-01-31,3773,11,2,1,1802.41,,161990.33,comision_invalida
13532,,2436,27,6,2,1599.52,2343.96,,"fecha_invalida,monto_invalido"
13533,,1989,9,4,7,595.55,,20861.24,"fecha_invalida,comision_invalida"
