id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
9284,2025-09-06,150,80,6,1,1520.45,229.75,96245.63
9291,2025-01-09,1980,68,11,10,1298.65,1651.3,139508.46
9292,2025-01-13,682,45,15,11,1185.96,282.52,54668.75
9300,2025-08-13,1202,67,15,1,471.33,64.33,71054.51
9301,2025-09-19,2686,40,3,12,1624.87,241.25,196285.51
9303,2025-04-20,82,58,8,10,591.9,83.73,20714.44
9307,2025-05-03,2718,57,5,1,1198.34,175.79,85176.93
9309,2026-02-11,3502,2,5,1,458.39,104.71,22461.44
9331,2025-07-18,2788,48,11,1,519.64,47.27,49526.06
9337,2026-01-27,1529,9,12,12,873.15,144.7,100668.83
9341,2025-06-02,2704,9,12,6,1847.34,193.02,139153.16
9359,2025-05-10,3857,41,11,12,56.02,8.56,11025.05
9382,2025-09-02,649,26,1,7,1489.87,293.14,284079.91
9400,2025-07-14,2570,38,11,2,277.22,54.81,19914.74
9405,2025-09-05,2271,42,13,8,1244.4,104.79,172642.16
9426,2025-10-06,2044,48,13,4,1349.14,98.05,66083.78
9432,2025-11-26,1842,77,13,6,1909.39,113.7,301689.9
9438,2025-10-07,1762,26,13,1,1471.07,349.06,202434.19
9441,2025-06-15,473,10,3,7,1433.96,134.42,91912.99
9456,2025-11-16,3710,52,15,8,1828.91,193.41,42828.29
9491,2025-12-05,1174,31,13,6,809.68,137.29,61124.99
9493,2025-01-10,154,17,2,10,434.6,104.55,50352.4
9500,2025-09-02,2851,46,8,11,810.76,75.2,41567.62
9504,2025-02-28,2441,69,6,1,1213.48,243.71,51363.51
9509,2025-08-09,2938,61,14,7,1941.59,203.88,167629.83
9553,2025-11-30,275,18,12,3,294.77,71.63,56999.59
9554,2025-12-10,2841,12,3,4,1593.25,285.99,278154.17
9575,2025-12-26,1143,6,4,4,1164.78,199.11,26763.59
9600,2025-02-28,247,9,3,12,0.0,218.03,159796.36
9610,2025-05-05,2530,35,3,1,285.28,48.84,55672.83
9613,2025-01-28,130,42,6,7,102.38,18.82,8091.87
9614,2025-05-19,99,27,7,1,142.89,18.0,6784.32
9619,2025-04-02,483,8,12,2,1217.12,243.93,217650.15
9628,2025-09-23,2500,6,12,4,1312.46,237.37,177977.18
9643,2025-02-21,335,59,10,9,1888.04,381.98,373926.5
9648,2025-04-27,1925,20,4,8,1773.64,105.73,157141.06
9667,2025-07-25,1241,37,7,7,773.95,192.79,100821.85
9674,2025-10-04,788,59,7,2,835.5,50.95,67833.83
9690,2025-01-25,1112,25,11,2,784.36,61.25,70849.03
9705,2025-08-03,1281,44,15,9,460.15,98.66,69392.15
9712,2025-12-31,2587,48,10,6,598.15,130.81,55264.11
9713,2025-02-28,431,47,13,6,1212.0,188.38,105215.25
9718,2025-06-02,248,76,2,12,1386.64,168.68,243399.5
9726,2025-01-07,2569,40,2,5,1565.29,342.06,302700.69
9729,2025-11-01,1696,14,8,1,330.67,56.04,10044.53
9731,2025-12-27,160,36,1,10,240.78,50.25,32428.85
9736,2025-10-12,2653,6,14,6,65.24,86.18,6240.27
9739,2025-03-11,1465,2,9,4,779.11,149.15,69287.01
9743,2025-01-31,2687,16,6,4,225.48,53.91,24234.25
9760,2025-08-19,2602,80,1,12,1644.55,287.83,186456.25
9763,2025-04-16,634,37,15,10,746.21,173.97,144871.9
9792,2025-07-13,1119,1,11,4,465.44,33.23,38702.93
9803,2025-05-31,1627,71,5,12,1955.3,295.06,309529.95
9805,2025-02-05,487,8,6,3,1163.26,233.47,177949.89
9847,2025-02-14,234,17,10,5,852.17,135.16,156290.29
9854,2025-12-20,1986,72,8,5,964.71,193.18,96498.61
9866,2025-01-31,2602,68,13,9,488.65,117.06,32894.75
9872,2025-05-25,1335,20,3,11,85.24,17.01,7848.31
9894,2025-11-10,45,34,13,12,242.98,47.2,15198.36
9896,2025-11-15,146,77,10,3,-1307.18,124.84,159168.23
9898,2025-08-18,1023,2,1,6,1759.69,269.4,136321.6
9914,2026-02-11,1913,66,15,9,159.04,16.22,16644.95
9924,2025-06-06,41,38,7,5,876.88,167.72,158382.7
9925,2025-01-16,281,80,13,6,1132.02,79.52,42507.38
9945,2025-01-31,2714,40,5,6,103.74,14.28,10910.94
9950,2025-05-14,2059,70,10,9,1312.6,303.72,131984.49
9959,2025-12-13,2578,78,11,6,260.0,28.03,34726.26
9960,2025-02-21,2034,76,7,4,160.44,39.36,6079.69
9983,2025-08-30,2334,37,1,3,565.25,94.58,103854.12
10005,2025-01-07,457,60,7,3,298.63,56.64,28257.56
10013,2025-02-17,1879,68,3,3,1274.62,134.81,190832.33
10019,2025-07-19,114,79,12,3,1548.26,190.1,290945.47
10026,2025-11-11,1690,28,9,2,1533.96,215.07,255569.5
10036,2025-06-07,2446,32,12,1,1860.68,241.23,147823.72
10055,2025-12-16,1941,70,7,10,1737.98,206.56,264669.65
10061,2025-11-19,426,23,9,5,1764.25,335.1,322407.48
10076,2025-10-10,523,24,14,5,1856.08,361.1,61768.86
10084,2025-04-22,62,37,8,5,1928.11,291.47,129632.06
10103,2026-01-12,293,37,11,10,1098.02,198.41,107799.57
10110,2025-02-14,2330,11,4,9,1473.44,178.58,56876.41
10118,2025-03-20,162,52,4,5,647.54,132.11,61950.23
10133,2026-02-05,2674,7,3,8,1590.65,113.69,61551.72
10172,2025-04-03,960,68,11,10,1425.48,162.86,147750.16
10176,2026-01-21,1426,5,15,11,99.53,18.3,17251.9
10206,2025-03-07,626,7,13,1,1894.41,255.65,251808.79
10245,2025-11-21,2441,76,6,3,369.28,34.65,13777.55
10249,2026-01-14,2109,11,9,2,1194.06,287.99,51677.58
10282,2026-01-02,2634,119,6,5,1758.91,293.99,284798.19
10283,2025-04-09,2352,31,3,1,189.19,10.84,4732.18
10291,2026-02-14,2978,11,8,7,377.89,35.66,46374.5
10292,2025-01-05,2580,14,7,2,986.06,126.55,108954.48
10301,2025-11-06,437,42,2,3,70.99,4.69,12373.39
10323,2025-01-03,1387,14,7,4,1328.72,305.17,184363.21
10352,2025-06-08,1067,7,4,5,133.55,18.73,23357.84
10385,2025-07-19,913,64,13,12,543.26,107.58,65250.49
10391,2025-03-02,18,80,15,7,1046.34,126.62,118833.5
10398,2025-03-08,2799,75,6,9,1799.7,278.41,239245.97
10403,2025-04-05,2988,61,7,4,1204.65,287.76,29731.87
10404,2025-09-28,1876,1,1,4,1163.78,97.62,130705.92
10411,2025-02-02,2819,15,4,2,546.58,64.38,50124.45
10421,2025-10-01,692,32,6,5,1780.78,217.42,330746.3
10426,2025-08-27,2145,31,4,7,1107.68,184.06,162509.39
10435,2025-10-08,2629,5,4,7,1990.06,491.95,54501.69
10436,2025-07-09,2678,77,1,4,76.98,8.38,6432.63
10439,2025-03-06,764,19,1,5,744.04,134.7,86602.28
10466,2025-06-22,1091,76,2,4,1954.45,332.36,302609.65
10470,2025-05-16,846,76,1,8,715.45,77.41,23813.68
10471,2025-10-13,66,63,8,10,1213.47,291.29,160971.71
10475,2025-09-07,1355,75,13,4,200.03,19.72,23218.54
10492,2025-08-05,2231,79,14,5,344.24,80.58,18526.92
10500,2025-08-12,2113,61,12,10,1977.11,303.83,195599.27
10507,2025-03-19,2432,73,15,5,296.54,57.53,31996.55
10518,2025-12-04,1646,46,3,9,1123.29,273.81,99984.97
10535,2025-11-14,3527,53,9,1,944.6,198.55,123034.73
10544,2025-12-07,2208,39,6,9,1075.38,221.53,156546.36
10546,2026-01-27,2462,8,9,3,494.04,104.57,62207.46
10563,2025-07-03,2265,5,9,8,886.72,185.91,174642.78
10570,2025-11-24,2616,44,7,11,1251.86,132.57,31097.97
10576,2025-01-18,690,3,15,8,1616.27,358.75,48763.26
10596,2025-10-23,3728,22,3,12,0.0,97.13,199293.59
10603,2025-07-03,424,52,13,3,386.44,64.96,22183.78
10614,2025-03-10,2777,63,8,4,1213.7,274.07,124688.22
10617,2025-09-29,23,52,7,8,1046.34,261.28,90985.44
10622,2025-04-24,843,23,6,3,1149.08,244.14,136452.38
10631,2025-07-17,487,39,10,3,1396.23,194.47,121129.23
10632,2026-01-29,2698,116,7,6,639.38,106.79,107743.51
10649,2025-06-14,429,13,11,12,111.92,8.63,3206.75
10650,2025-09-14,1748,53,2,8,756.55,141.97,94054.07
10660,2026-02-15,687,37,2,2,1973.95,362.55,145221.47
10679,2025-02-02,915,26,8,6,106.79,25.42,18105.27
10691,2025-06-12,1113,50,7,3,870.83,214.38,54858.5
10693,2025-07-29,635,26,6,12,144.56,22.22,19198.06
10699,2025-09-19,1269,78,3,11,388.61,36.53,64824.16
10748,2026-01-19,996,22,4,11,1368.7,215.4,249754.02
10753,2025-05-14,1098,36,12,4,470.61,114.15,65036.85
10771,2025-12-18,2668,45,9,10,171.82,42.19,24769.07
10799,2025-01-12,610,80,5,11,1687.77,305.49,162770.92
10803,2025-01-29,1989,74,2,3,1532.77,285.2,37209.96
10812,2025-10-26,2290,53,9,8,1928.62,422.33,264439.36
10865,2025-07-21,2785,18,14,12,1435.87,304.72,44325.26
10870,2025-05-15,662,52,6,6,1184.36,276.37,71189.73
10912,2025-03-04,2889,40,15,9,376.22,91.26,12005.7
10918,2025-01-17,1342,41,1,4,375.4,481.37,27192.75
10926,2025-07-02,450,60,4,9,1389.5,207.85,54109.82
10935,2025-04-29,228,114,4,8,1959.38,176.95,94173.17
10939,2025-03-20,1275,110,10,4,1673.0,97.71,129146.56
10945,2025-03-03,1958,35,3,7,65.09,9.72,10893.2
10957,2026-01-11,2407,19,12,6,1389.67,93.56,44556.63
10961,2025-10-17,272,49,10,9,1051.3,141.12,149953.01
10962,2025-04-17,754,53,2,7,1511.17,223.5,87067.78
10967,2025-09-11,1207,39,2,5,342.26,72.19,18239.71
10973,2026-01-21,2699,10,2,11,1176.59,85.63,175908.04
10975,2025-01-25,3878,21,13,3,1211.26,1673.87,233048.68
10987,2025-02-19,1512,59,14,11,1231.25,192.26,28332.24
11003,2025-11-02,569,64,11,7,1108.25,180.72,125360.34
11009,2025-02-12,949,24,1,7,1759.33,409.45,95665.23
11012,2025-11-10,1541,19,7,2,1593.42,140.66,52334.06
11021,2025-02-01,731,50,12,10,1657.7,292.94,87830.52
11024,2025-05-05,111,25,15,6,172.41,36.02,12270.02
11026,2026-02-19,211,19,12,9,1817.17,118.59,56122.98
11030,2025-11-03,1488,38,11,6,1099.61,133.92,32778.19
11055,2025-06-18,1918,54,5,10,489.02,31.76,64932.22
11092,2025-04-15,2689,16,6,10,744.91,151.25,24631.39
11102,2025-02-06,1788,51,11,2,1690.16,247.3,325235.76
11116,2025-06-29,156,50,12,12,1214.51,211.96,26514.69
11158,2025-07-28,45,27,13,1,1547.85,272.25,203892.62
11169,2025-02-03,119,54,10,10,1815.89,311.84,249235.17
11184,2025-02-28,1785,31,14,1,969.21,166.47,132265.88
11197,2025-02-25,2737,20,10,8,928.46,202.92,173794.44
11208,2025-02-04,2607,54,3,6,390.55,19.9,55266.34
11209,2025-05-01,1189,25,12,3,1162.93,200.53,201853.81
11223,2025-10-18,1448,11,13,11,239.73,24.34,23060.67
11227,2025-11-16,773,16,15,11,1184.46,111.48,31738.05
11237,2025-06-13,690,28,7,7,1581.15,367.91,65128.18
11238,2025-07-20,1727,6,4,2,1480.36,134.53,149564.92
11266,2025-02-02,1339,48,8,3,1421.12,121.86,44995.79
11267,2026-02-12,771,30,9,2,1358.09,267.61,221949.79
11282,2025-01-24,2156,79,2,1,618.26,118.0,36350.1
11292,2025-09-12,593,23,6,12,1905.38,105.5,249341.85
11298,2025-10-24,795,24,7,8,1176.63,102.55,134799.01
11307,2025-03-29,2935,48,9,10,214.81,38.1,20100.47
11327,2026-01-14,130,33,6,9,86.09,18.32,12553.45
11330,2025-04-13,2857,13,2,11,0.0,75.68,25462.33
11338,2025-01-26,702,9,3,10,1444.27,327.32,61108.17
11388,2025-01-14,1762,69,9,9,895.2,97.17,164908.74
11389,2026-02-17,51,59,4,12,1063.18,57.11,174385.7
11393,2025-02-18,2859,28,7,5,1586.11,226.6,266863.04
11395,2025-12-25,1944,62,7,4,956.99,216.38,25602.15
11401,2025-05-16,2190,46,2,11,1878.49,300.4,368398.68
11418,2026-01-20,2603,45,15,2,1987.63,495.39,389253.58
11428,2025-08-22,1349,3,4,11,1590.31,219.05,205076.5
11437,2026-02-07,1990,37,4,3,775.43,38.8,129393.21
11438,2025-07-15,164,48,5,10,1399.4,104.38,234512.22
11449,2026-01-01,174,33,1,2,1541.14,280.55,262555.95
11450,2026-02-16,2492,39,8,1,1107.37,204.42,81165.76
11459,2026-01-28,2153,39,6,7,1027.07,80.49,90487.55
11481,2025-01-25,863,44,1,3,1193.59,182.36,215705.81
11490,2025-08-31,307,35,14,2,1549.64,325.8,194390.54
11521,2025-08-12,1690,52,6,4,1949.27,195.39,322721.31
11525,2025-07-28,2361,37,9,2,1438.78,174.43,59360.08
11529,2025-10-09,105,46,14,4,1019.95,171.37,75892.4
11533,2025-10-12,505,29,1,1,520.58,54.21,46577.27
11536,2026-02-15,641,74,5,6,1231.16,94.82,175128.01
11537,2025-09-21,661,29,2,9,132.71,10.06,3263.0
11555,2025-01-25,1544,20,11,12,1970.83,209.14,330256.25
11558,2025-06-01,1988,43,10,6,534.29,44.26,90356.74
11559,2025-11-28,1066,37,15,8,1274.84,149.28,49727.99
11563,2025-05-03,2261,69,2,1,1981.46,167.26,92442.89
11603,2025-04-20,2492,27,9,7,433.13,63.14,68004.98
11631,2025-09-18,2933,68,3,5,267.23,24.77,22913.99
11641,2025-09-29,1157,71,2,7,1066.17,231.16,196282.19
11644,2025-03-05,1744,16,11,6,348.4,66.3,58550.84
11654,2025-09-03,1577,10,5,11,1729.84,257.23,223175.43
11655,2026-01-19,2292,45,2,7,1567.37,178.36,81719.08
11660,2025-02-13,2837,80,9,5,1419.94,137.28,280021.9
11696,2025-06-25,1166,35,14,6,1971.29,398.05,346803.99
11698,2025-01-23,1786,36,2,2,565.35,87.22,55941.15
11711,2025-07-24,1424,71,11,9,1129.54,194.65,218616.8
11720,2025-11-27,532,35,9,9,1009.17,239.95,87443.22
11767,2026-01-20,2901,7,1,1,1695.12,294.96,335287.33
11770,2025-12-12,1824,47,8,3,1718.59,140.09,61005.93
11771,2025-12-01,1,37,7,4,222.99,34.66,13134.79
11774,2025-05-08,620,5,2,10,587.42,134.48,64672.91
11776,2025-04-04,29,78,8,3,635.08,106.34,58766.28
11787,2025-07-20,446,43,10,3,312.52,28.41,20500.99
11793,2025-11-21,618,56,11,4,51.75,7.54,5012.16
11797,2025-11-07,926,67,15,2,1490.95,180.91,128048.62
11817,2025-03-02,2570,64,3,11,1241.59,72.78,32249.22
11829,2025-10-05,3748,28,3,7,747.24,135.51,130681.31
11844,2025-04-16,2069,40,2,3,666.17,53.01,64584.06
11846,2025-12-08,1760,56,5,10,1156.46,237.18,133541.14
11851,2026-01-03,2873,76,7,1,289.38,21.41,27012.23
11853,2025-03-16,1832,6,11,11,1734.49,306.4,269828.03
11854,2025-04-22,2456,33,2,1,462.05,93.62,54871.22
11856,2025-09-12,1259,22,10,11,1063.12,89.29,86897.05
11857,2026-01-29,2350,23,5,11,951.22,173.33,56505.97
11858,2025-04-09,961,80,11,5,1755.16,175.85,152426.32
11866,2025-04-11,2180,60,7,3,798.5,163.08,136594.19
11870,2026-02-07,1804,13,8,5,490.5,43.92,85980.61
11880,2025-08-15,592,74,7,8,364.72,489.68,18156.96
11882,2025-12-03,902,40,15,5,869.28,191.21,81861.72
11884,2025-04-04,2116,15,5,1,1869.0,306.11,312957.21
11903,2025-06-20,1200,9,13,9,1317.92,222.99,192163.24
11904,2025-10-18,2372,17,12,2,114.08,24.44,17098.87
11922,2025-10-24,2901,22,12,10,940.48,151.9,37584.56
11943,2025-06-12,1465,10,15,11,844.85,1503.85,68278.0
11948,2025-03-19,3587,58,9,5,835.01,54.26,144064.36
11951,2025-08-08,1885,15,3,7,1518.13,361.32,144448.27
11957,2025-12-09,1349,20,12,11,1128.44,104.2,90562.87
11958,2025-03-25,345,23,7,2,1565.8,105.93,89333.39
11960,2025-12-05,1849,13,6,10,799.08,163.38,50197.19
11962,2025-02-24,1720,3,11,9,629.03,51.7,90128.77
11968,2026-01-27,2161,60,14,1,1131.23,127.22,192681.59
11969,2025-01-25,2029,10,11,12,1355.15,144.19,124779.83
11984,2026-01-08,251,76,13,3,667.59,89.12,80706.26
11997,2025-10-13,503,71,4,6,385.54,37.06,41176.48
12016,2025-11-28,3609,12,9,2,701.54,133.84,106052.23
12021,2025-12-25,164,79,7,11,1513.35,107.26,222757.11
12034,2025-05-15,2123,6,1,3,342.84,77.94,30290.56
12041,2025-09-30,2333,21,7,2,565.73,118.69,24912.78
12043,2025-03-24,992,51,10,11,-620.26,80.73,81217.95
12051,2025-04-21,885,49,6,12,1042.15,108.48,110500.6
12059,2025-02-14,1321,24,10,3,-775.12,57.57,120065.53
12074,2025-05-23,142,100,14,3,229.94,13.63,37377.01
12098,2025-05-30,2672,36,12,3,1889.99,142.93,116867.65
12127,2026-01-08,1889,28,6,11,143.85,20.03,23752.35
12159,2026-02-12,2953,4,3,6,1667.73,348.76,140177.56
12168,2025-02-24,1425,13,11,2,727.82,44.42,102610.4
12182,2025-05-05,1333,38,7,10,1298.88,166.19,145779.04
12207,2025-03-03,618,58,10,4,944.51,177.96,173157.84
12211,2025-06-21,1456,15,4,6,1148.62,183.29,147349.76
12214,2025-06-28,1410,23,14,5,1985.78,310.82,93185.93
12219,2025-02-12,2710,14,15,11,1019.79,58.72,37921.21
12224,2026-01-19,1938,1,7,8,681.29,142.89,119680.04
12232,2025-01-08,2655,51,5,12,592.59,130.65,77555.24
12239,2025-09-24,2012,70,12,5,1449.67,1890.01,67066.93
12245,2025-06-05,736,36,1,1,158.36,13.32,19444.04
12247,2025-01-27,2420,40,13,5,0.0,122.76,287000.33
12256,2025-04-28,1396,27,15,9,769.92,148.66,55460.4
12260,2025-10-25,2026,58,1,2,1950.2,176.15,248285.01
12281,2025-05-29,1308,10,6,11,503.92,72.72,30598.33
12284,2025-02-17,1031,61,4,5,589.18,32.57,94211.32
12295,2026-02-07,1650,18,10,3,1264.46,266.43,41040.0
12305,2025-08-09,492,53,14,8,1888.94,134.62,143643.86
12314,2025-12-21,217,20,4,11,1814.11,380.38,228506.11
12338,2025-09-30,2911,68,1,4,872.02,174.99,131612.79
12346,2025-06-13,2296,72,5,6,1777.3,212.68,316130.47
12363,2025-03-23,1070,76,2,6,1958.38,198.39,202860.74
12373,2025-11-07,2603,6,6,8,930.98,224.69,60890.04
12420,2025-01-16,34,22,4,7,1902.51,340.54,371460.08
12433,2025-07-12,1037,33,3,7,1541.23,209.69,144082.57
12440,2025-11-07,2819,48,4,2,194.92,30.72,23313.35
12452,2025-10-22,885,27,7,5,0.0,338.84,252361.45
12456,2025-04-19,2705,94,9,12,1064.31,232.2,99661.58
12507,2025-12-26,2943,60,3,11,787.38,105.92,47697.56
12510,2026-02-18,2257,63,14,3,239.4,274.91,27791.68
12546,2025-03-17,2127,31,9,5,1242.73,100.99,121441.23
12584,2025-12-13,2277,74,7,8,1607.33,155.92,313982.76
12590,2026-01-07,2090,61,9,7,912.8,135.49,85627.04
12597,2025-06-11,105,23,14,8,1564.61,289.92,89715.33
12608,2025-04-07,1162,50,2,5,540.56,119.92,55401.96
12609,2025-02-12,281,14,10,2,1304.72,286.58,165346.42
12610,2025-02-20,2971,25,3,12,518.71,92.41,18703.15
12619,2025-05-23,2987,58,7,6,1021.16,141.26,114147.65
12623,2025-06-10,2349,49,14,11,1459.07,347.5,280649.91
12644,2025-10-29,1259,23,6,6,1293.44,96.62,75257.2
12645,2025-11-24,280,39,13,7,676.91,127.74,87767.43
12647,2026-02-07,605,45,3,1,1893.92,311.15,69897.69
12649,2025-01-26,1802,49,9,3,654.24,66.82,75234.57
12651,2025-03-01,2329,22,15,11,1403.59,109.22,180615.42
12652,2025-03-06,2550,18,5,10,488.09,111.48,79245.15
12653,2025-11-27,194,73,14,4,1275.95,214.41,94643.93
12661,2025-07-20,2359,40,2,9,248.02,44.7,20357.38
12664,2026-01-01,608,42,6,1,1567.11,329.9,58538.18
12669,2026-01-27,46,34,5,12,1575.51,96.67,37666.45
12674,2025-12-16,1783,25,8,8,435.29,44.6,31442.08
12679,2025-09-12,1175,38,1,11,1688.41,251.17,34151.45
12693,2025-02-23,531,52,7,2,1888.1,226.6,89921.95
12698,2025-06-25,2476,75,9,1,1419.89,144.48,268498.06
12701,2025-04-28,1540,12,13,11,83.3,18.41,4165.15
12731,2025-10-01,1816,60,6,1,1814.21,364.15,295386.82
12740,2025-08-30,1295,68,10,6,1308.74,81.58,200925.19
12742,2025-06-01,883,66,7,6,1575.6,215.36,272033.98
12744,2025-07-28,554,66,7,8,1989.87,245.6,108904.41
12755,2025-03-27,2358,37,7,3,0.0,263.68,179396.06
12760,2025-03-19,1222,53,11,5,1631.78,338.55,89184.29
12774,2026-01-03,40,17,11,7,1980.73,375.54,358841.95
12776,2025-07-30,169,11,13,2,1097.88,175.69,208277.25
12777,2025-09-23,2553,79,7,11,911.55,1314.06,95529.8
12782,2025-11-11,2711,80,3,9,1934.27,436.77,356505.77
12801,2026-01-04,2566,74,5,4,1084.44,216.69,72952.42
12816,2025-02-06,1745,56,9,7,1549.3,298.72,236869.56
12817,2025-09-10,279,68,10,4,1254.84,263.06,167378.97
12819,2025-09-14,440,56,12,7,1571.49,238.67,133278.3
12865,2025-06-01,932,31,5,9,334.52,60.54,7656.32
12876,2025-09-24,142,3,5,11,526.32,58.74,16264.68
12878,2025-10-20,832,76,14,10,1019.22,120.55,47029.62
12895,2025-02-07,2830,61,8,9,1851.04,227.84,82472.4
12898,2025-11-10,2057,14,6,2,524.29,51.26,31147.54
12910,2025-08-01,1056,76,1,2,754.5,79.36,67345.25
12916,2025-07-09,1840,28,2,7,1023.26,194.52,45813.93
12918,2025-03-15,746,35,9,8,130.97,6.97,22999.74
12950,2025-07-10,2256,25,9,12,1556.46,101.47,111860.38
12967,2026-02-08,2538,21,7,7,114.23,24.55,19950.47
12968,2025-08-14,233,13,2,6,1586.96,169.95,289549.45
12998,2025-09-20,1483,20,13,7,1096.09,263.83,23442.13
13021,2025-09-22,1247,64,12,2,962.24,95.14,183021.88
13022,2025-08-10,2272,65,6,11,602.79,108.41,22837.84
13046,2025-12-02,1722,12,7,4,638.15,1124.02,45109.78
13068,2025-10-28,2402,49,12,10,166.63,40.98,7853.6
13075,2025-12-29,1830,65,1,10,1641.61,99.9,168041.67
13077,2025-08-08,1916,29,9,1,662.04,155.6,54804.35
13101,2025-05-22,1812,51,6,1,1144.06,191.18,204623.21
13119,2026-01-08,457,54,11,6,1708.47,134.31,273406.36
13120,2025-12-18,1703,55,14,6,1801.31,205.16,241114.25
13142,2025-10-02,781,41,13,6,166.91,27.74,31915.31
13143,2025-11-17,1625,43,4,7,1553.76,233.46,129132.6
13168,2025-01-19,3845,40,9,11,1074.02,71.39,138896.56
13180,2025-06-19,2218,6,4,12,1588.49,354.55,227323.13
13194,2025-06-23,2235,72,15,12,1974.07,236.06,281835.17
13203,2025-09-03,2316,35,12,2,243.83,60.63,46301.33
13207,2025-10-07,151,20,8,5,789.6,47.29,154807.75
13232,2025-04-11,1661,27,6,10,51.46,6.76,5640.37
13285,2026-01-11,2827,60,13,8,281.27,55.84,7047.58
13292,2025-03-18,2236,61,9,2,754.92,120.7,17740.02
13295,2025-12-06,494,42,1,10,737.09,53.56,23526.02
13303,2025-04-22,2567,44,13,4,1268.64,105.49,124915.39
13312,2025-10-30,2980,75,13,5,122.72,18.99,7600.54
13315,2025-07-15,1241,43,2,10,1715.08,110.01,200188.02
13325,2025-05-06,2932,65,8,10,1854.51,216.01,334597.01
13339,2025-04-30,1283,38,10,1,736.88,70.59,66050.82
13340,2025-02-20,662,34,8,7,578.13,102.9,19653.78
13353,2025-01-08,2,38,15,9,1717.45,320.65,252053.15
13354,2025-03-09,2350,14,11,6,1044.75,162.23,186767.51
13379,2025-02-11,1797,53,15,9,1474.39,367.77,184128.61
13394,2025-07-01,2520,78,1,4,1001.84,1221.87,35647.32
13406,2025-10-12,1511,1,5,10,1953.68,472.13,382181.99
13415,2025-09-16,918,48,11,3,235.1,51.44,25003.74
13446,2025-10-05,2977,7,13,6,985.26,70.3,112497.38
13466,2025-11-13,1084,48,8,1,1074.91,214.45,84011.05
13476,2025-12-05,2442,3,12,9,1655.7,367.52,159849.62
13489,2025-06-16,236,37,11,11,1295.38,84.35,56851.39
13491,2025-07-06,698,30,7,9,920.65,185.09,85860.86
13515,2025-02-09,1690,40,15,11,521.36,124.4,14589.29
13521,2025-03-13,1682,54,12,8,1847.99,440.62,293343.81
13544,2025-02-12,1575,75,4,1,809.43,62.64,72160.87
13546,2026-01-19,2709,44,14,10,143.41,23.14,16234.36
13557,2025-09-30,1193,10,1,2,493.35,49.77,48598.7
13582,2025-06-05,486,3,3,12,353.43,36.04,11804.21
13586,2025-01-07,1842,22,4,11,1147.17,142.65,114362.19
13590,2025-05-01,532,35,10,11,785.25,70.55,145942.21
13591,2025-08-02,2748,6,13,6,1340.71,151.02,175562.82
13598,2025-05-29,2697,62,3,3,1360.82,179.92,72822.02
13604,2025-05-14,1550,53,11,3,1322.22,281.98,37174.0
13618,2025-12-17,451,78,8,10,1068.25,177.45,150735.85
13621,2026-02-14,2292,7,12,4,1290.77,170.43,82476.14
13627,2026-02-19,2323,42,10,8,567.18,65.87,108409.21
13630,2025-11-18,2819,39,12,8,830.43,207.14,60105.99
13633,2025-07-08,3577,74,14,1,189.69,37.09,9549.89
13634,2025-01-28,1250,18,13,7,279.83,29.44,34972.01
13657,2026-01-30,392,55,6,8,552.29,64.93,69404.73
13669,2025-03-19,1083,58,8,2,1289.25,199.86,236429.21
13671,2025-10-24,970,11,8,5,350.87,59.39,27971.61
13673,2025-11-26,192,79,14,4,1262.78,266.84,204398.85
13692,2025-01-09,351,60,11,10,324.38,35.88,55339.94
13719,2025-11-17,1932,55,5,3,1057.44,79.36,86458.1
13723,2025-09-06,187,39,10,4,478.49,96.15,50974.6
13725,2025-09-12,365,13,5,6,54.58,12.2,6517.59
13736,2025-10-16,1683,35,12,12,497.97,37.77,23193.65
13747,2025-12-09,1632,69,3,5,363.41,34.39,39461.78
13757,2025-03-27,1582,4,1,5,689.7,44.95,115987.9
13772,2025-12-20,1199,78,15,11,1962.36,296.53,121148.9
13777,2025-11-17,550,15,2,1,1984.72,432.62,98997.52
13779,2025-07-11,1103,75,5,7,960.17,156.63,54159.91
13786,2025-07-10,2511,35,13,4,1496.66,88.55,283853.59
13787,2025-03-01,953,63,13,11,1853.66,346.49,363314.78
13790,2025-11-04,2030,11,6,12,932.92,48.72,115918.24
13791,2025-04-23,1313,17,15,8,462.11,46.32,81245.38
13793,2025-08-10,1744,68,5,11,756.53,112.78,114656.29
13808,2025-07-23,1569,25,10,3,967.65,164.25,41071.0
13811,2025-05-25,3789,12,6,7,1334.4,225.65,42034.53
13812,2025-08-29,2806,18,7,3,1622.39,241.25,155664.99
13815,2025-07-17,602,24,5,8,1175.3,80.16,82974.9
13822,2025-09-08,666,46,15,2,1266.16,121.65,75402.0
13837,2025-06-25,2573,58,10,2,707.29,40.05,62875.4
13859,2025-10-14,1955,24,1,7,875.01,77.17,29336.03
13864,2025-09-11,2746,51,6,12,1419.97,321.52,270679.31
13870,2025-05-08,461,68,4,12,1042.6,200.66,140200.47
13871,2025-04-16,2621,78,2,6,1510.79,260.11,69774.17
13899,2025-02-15,1367,59,3,12,343.0,38.36,62602.12
13903,2025-06-23,436,43,1,11,1766.6,153.83,81741.4
13916,2025-05-24,572,20,8,8,1819.87,397.84,302901.93
